,params,perc_distance,precision_micro_train,precision_macro_train,precision_weighted_train,recall_micro_train,recall_macro_train,recall_weighted_train,f1_micro_train,f1_macro_train,f1_weighted_train,accuracy_train,precision_micro_test,precision_macro_test,precision_weighted_test,recall_micro_test,recall_macro_test,recall_weighted_test,f1_micro_test,f1_macro_test,f1_weighted_test,accuracy_test
10,"(2, (0, 1), (200, 500))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.78,0.7301282051282051,0.7975961538461539,0.78,0.7266666666666666,0.78,0.78,0.6992723680732363,0.7667223172920405,0.78
11,"(2, (0.1, 0.9), (50, 200))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.82,0.7657045840407471,0.8242784380305602,0.82,0.7600000000000001,0.82,0.82,0.7564935064935066,0.8173701298701299,0.82
12,"(2, (0.1, 0.9), (50, 250))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.81,0.75,0.8125,0.81,0.7466666666666667,0.81,0.81,0.7441077441077443,0.8080808080808082,0.81
13,"(2, (0.1, 0.9), (50, 300))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.86,0.8189410444312405,0.8593038225391166,0.86,0.8133333333333334,0.86,0.8599999999999999,0.8147574986631233,0.85859287647259,0.86
14,"(2, (0.1, 0.9), (50, 350))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.87,0.8333333333333334,0.875,0.87,0.8266666666666667,0.87,0.87,0.8249158249158249,0.8686868686868686,0.87
15,"(2, (0.1, 0.9), (50, 400))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.79,0.7393650793650793,0.7995238095238095,0.79,0.7266666666666667,0.79,0.79,0.7155555555555555,0.7816666666666666,0.79
16,"(2, (0.1, 0.9), (50, 450))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.72,0.6501610305958132,0.7321859903381642,0.72,0.66,0.72,0.72,0.6441812809759817,0.7175109607319863,0.72
17,"(2, (0.1, 0.9), (50, 500))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.76,0.6992481203007519,0.7744360902255639,0.76,0.7066666666666667,0.76,0.76,0.6931818181818182,0.759469696969697,0.76
18,"(2, (0.1, 0.9), (100, 200))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.79,0.7361111111111112,0.8020833333333335,0.79,0.7333333333333334,0.79,0.79,0.7186404349824697,0.7838782854205257,0.79
19,"(2, (0.1, 0.9), (100, 250))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.78,0.7182349813928761,0.7886762360446571,0.78,0.7200000000000001,0.78,0.78,0.7115880835092657,0.7785890218156228,0.78
20,"(2, (0.1, 0.9), (100, 300))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.78,0.7077175697865353,0.7807881773399015,0.78,0.7066666666666667,0.78,0.78,0.7047772410091251,0.7785829307568437,0.78
21,"(2, (0.1, 0.9), (100, 350))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.76,0.6905901116427432,0.7679425837320574,0.76,0.6933333333333334,0.76,0.76,0.6849423154841873,0.7586046957968139,0.76
22,"(2, (0.1, 0.9), (100, 400))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.78,0.7330994152046784,0.7948245614035088,0.78,0.7133333333333333,0.78,0.78,0.693033033033033,0.7647747747747747,0.78
23,"(2, (0.1, 0.9), (100, 450))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.78,0.7182349813928761,0.7886762360446571,0.78,0.7200000000000001,0.78,0.78,0.7115880835092657,0.7785890218156228,0.78
24,"(2, (0.1, 0.9), (100, 500))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.72,0.6483483675601902,0.7209551532211631,0.72,0.6533333333333333,0.72,0.72,0.6491391455930463,0.7191775915180171,0.72
25,"(2, (0.1, 0.9), (150, 200))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.77,0.7003367003367004,0.7752525252525253,0.77,0.7000000000000001,0.77,0.7699999999999999,0.6919016413803903,0.7664009785100403,0.77
26,"(2, (0.1, 0.9), (150, 250))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.73,0.6666666666666666,0.75,0.73,0.6733333333333333,0.73,0.7299999999999999,0.6645299970395542,0.7352396030428235,0.73
27,"(2, (0.1, 0.9), (150, 300))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.82,0.7849849849849849,0.8387387387387387,0.82,0.7733333333333334,0.82,0.82,0.7571757735352206,0.8127797893350888,0.82
28,"(2, (0.1, 0.9), (150, 350))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.78,0.7091114883984154,0.7818336162988114,0.78,0.7066666666666667,0.78,0.78,0.7023809523809524,0.7767857142857143,0.78
29,"(2, (0.1, 0.9), (150, 400))",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.84,0.8414918414918415,0.881118881118881,0.84,0.7866666666666666,0.84,0.8399999999999999,0.7685185185185186,0.8263888888888888,0.84
