S No.,params,perc_distance,precision_micro_train,precision_macro_train,precision_weighted_train,recall_micro_train,recall_macro_train,recall_weighted_train,f1_micro_train,f1_macro_train,f1_weighted_train,accuracy_train,precision_micro_test,precision_macro_test,precision_weighted_test,recall_micro_test,recall_macro_test,recall_weighted_test,f1_micro_test,f1_macro_test,f1_weighted_test,accuracy_test
628,"(10, (0.9, 0.1), (100, 200))",1,1,1,1,1,1,1,1,1,1,1,0.549222798,0.505126068,0.51153334,0.549222798,0.512555558,0.549222798,0.549222798,0.494600378,0.515096322,0.549222798
629,"(10, (0.9, 0.1), (100, 250))",1,1,1,1,1,1,1,1,1,1,1,0.575129534,0.535767714,0.532515014,0.575129534,0.551592711,0.575129534,0.575129534,0.527356903,0.535730486,0.575129534
630,"(10, (0.9, 0.1), (100, 300))",1,1,1,1,1,1,1,1,1,1,1,0.569948187,0.523609002,0.524044713,0.569948187,0.531873431,0.569948187,0.569948187,0.508578274,0.526678518,0.569948187
631,"(10, (0.9, 0.1), (100, 350))",1,1,1,1,1,1,1,1,1,1,1,0.616580311,0.578781513,0.572500762,0.616580311,0.590514609,0.616580311,0.616580311,0.561513706,0.569091249,0.616580311
632,"(10, (0.9, 0.1), (100, 400))",1,1,1,1,1,1,1,1,1,1,1,0.575129534,0.528787879,0.52866227,0.575129534,0.533509528,0.575129534,0.575129534,0.508228716,0.527898197,0.575129534
633,"(10, (0.9, 0.1), (100, 450))",1,1,1,1,1,1,1,1,1,1,1,0.590673575,0.548022599,0.54515383,0.590673575,0.559084315,0.590673575,0.590673575,0.533368819,0.545877745,0.590673575
634,"(10, (0.9, 0.1), (100, 500))",1,1,1,1,1,1,1,1,1,1,1,0.544041451,0.459188034,0.468162393,0.544041451,0.503649094,0.544041451,0.544041451,0.465412753,0.48810842,0.544041451
635,"(10, (0.9, 0.1), (150, 200))",1,1,1,1,1,1,1,1,1,1,1,0.585492228,0.525409636,0.524213199,0.585492228,0.562471766,0.585492228,0.585492228,0.524482681,0.533159398,0.585492228
636,"(10, (0.9, 0.1), (150, 250))",1,1,1,1,1,1,1,1,1,1,1,0.549222798,0.471661055,0.483539192,0.549222798,0.524277169,0.549222798,0.549222798,0.482336704,0.499372958,0.549222798
637,"(10, (0.9, 0.1), (150, 300))",1,1,1,1,1,1,1,1,1,1,1,0.611398964,0.580482356,0.574928661,0.611398964,0.580362856,0.611398964,0.611398964,0.558975116,0.570016972,0.611398964
638,"(10, (0.9, 0.1), (150, 350))",1,1,1,1,1,1,1,1,1,1,1,0.632124352,0.588896914,0.590848108,0.632124352,0.600732601,0.632124352,0.632124352,0.574376214,0.588944524,0.632124352
639,"(10, (0.9, 0.1), (150, 400))",1,1,1,1,1,1,1,1,1,1,1,0.601036269,0.53418742,0.54122583,0.601036269,0.566614338,0.601036269,0.601036269,0.530084008,0.548491748,0.601036269
640,"(10, (0.9, 0.1), (150, 450))",1,1,1,1,1,1,1,1,1,1,1,0.642487047,0.615864389,0.616565427,0.642487047,0.604290947,0.642487047,0.642487047,0.592344027,0.611115958,0.642487047
641,"(10, (0.9, 0.1), (150, 500))",1,1,1,1,1,1,1,1,1,1,1,0.575129534,0.499705015,0.514145536,0.575129534,0.530926217,0.575129534,0.575129534,0.500308766,0.527927624,0.575129534
642,"(10, (0.9, 0.1), (200, 200))",1,1,1,1,1,1,1,1,1,1,1,0.528497409,0.495202396,0.491368932,0.528497409,0.502375984,0.528497409,0.528497409,0.485666174,0.495851333,0.528497409
643,"(10, (0.9, 0.1), (200, 250))",1,1,1,1,1,1,1,1,1,1,1,0.538860104,0.490179252,0.487599447,0.538860104,0.511580523,0.538860104,0.538860104,0.486068173,0.496878873,0.538860104
644,"(10, (0.9, 0.1), (200, 300))",1,1,1,1,1,1,1,1,1,1,1,0.621761658,0.568452381,0.569161732,0.621761658,0.596408534,0.621761658,0.621761658,0.557217588,0.567738253,0.621761658
645,"(10, (0.9, 0.1), (200, 350))",1,1,1,1,1,1,1,1,1,1,1,0.580310881,0.486042693,0.492483218,0.580310881,0.550359345,0.580310881,0.580310881,0.50015361,0.51599532,0.580310881
646,"(10, (0.9, 0.1), (200, 400))",1,1,1,1,1,1,1,1,1,1,1,0.564766839,0.48286809,0.491249564,0.564766839,0.52660215,0.564766839,0.564766839,0.488498168,0.509685134,0.564766839
647,"(10, (0.9, 0.1), (200, 450))",1,1,1,1,1,1,1,1,1,1,1,0.559585492,0.465443913,0.47844824,0.559585492,0.521473945,0.559585492,0.559585492,0.478452608,0.501901308,0.559585492
648,"(10, (0.9, 0.1), (200, 500))",1,1,1,1,1,1,1,1,1,1,1,0.601036269,0.520968661,0.527263629,0.601036269,0.571637886,0.601036269,0.601036269,0.522601737,0.537923915,0.601036269
649,"(10, (1, 0), (50, 200))",1,1,1,1,1,1,1,1,1,1,1,0.626943005,0.608053221,0.601553316,0.626943005,0.590580848,0.626943005,0.626943005,0.574732987,0.588632619,0.626943005
650,"(10, (1, 0), (50, 250))",1,1,1,1,1,1,1,1,1,1,1,0.663212435,0.669190371,0.656629248,0.663212435,0.632410627,0.663212435,0.663212435,0.627368734,0.635967474,0.663212435
651,"(10, (1, 0), (50, 300))",1,1,1,1,1,1,1,1,1,1,1,0.642487047,0.642932937,0.634409152,0.642487047,0.606108539,0.642487047,0.642487047,0.601669036,0.616043764,0.642487047
652,"(10, (1, 0), (50, 350))",1,1,1,1,1,1,1,1,1,1,1,0.647668394,0.649815908,0.640631286,0.647668394,0.607744636,0.647668394,0.647668394,0.602561784,0.618993328,0.647668394
653,"(10, (1, 0), (50, 400))",1,1,1,1,1,1,1,1,1,1,1,0.652849741,0.656297607,0.64822984,0.652849741,0.611198325,0.652849741,0.652849741,0.607038635,0.625341018,0.652849741
654,"(10, (1, 0), (50, 450))",1,1,1,1,1,1,1,1,1,1,1,0.626943005,0.622603315,0.61810511,0.626943005,0.581442548,0.626943005,0.626943005,0.573912161,0.59648843,0.626943005
655,"(10, (1, 0), (50, 500))",1,1,1,1,1,1,1,1,1,1,1,0.601036269,0.572660819,0.577049814,0.601036269,0.548194662,0.601036269,0.601036269,0.532092807,0.562921735,0.601036269
656,"(10, (1, 0), (100, 200))",1,1,1,1,1,1,1,1,1,1,1,0.606217617,0.57095992,0.572876967,0.606217617,0.571119899,0.606217617,0.606217617,0.553347874,0.570472311,0.606217617
657,"(10, (1, 0), (100, 250))",1,1,1,1,1,1,1,1,1,1,1,0.595854922,0.549366996,0.558007351,0.595854922,0.553256629,0.595854922,0.595854922,0.536048454,0.560921085,0.595854922
658,"(10, (1, 0), (100, 300))",1,1,1,1,1,1,1,1,1,1,1,0.601036269,0.535903713,0.543526698,0.601036269,0.564939822,0.601036269,0.601036269,0.533251624,0.5531065,0.601036269
659,"(10, (1, 0), (100, 350))",1,1,1,1,1,1,1,1,1,1,1,0.601036269,0.537732724,0.542157793,0.601036269,0.566614338,0.601036269,0.601036269,0.531943212,0.54907338,0.601036269
660,"(10, (1, 0), (100, 400))",1,1,1,1,1,1,1,1,1,1,1,0.559585492,0.490482964,0.504230749,0.559585492,0.514010161,0.559585492,0.559585492,0.486507589,0.51472689,0.559585492
661,"(10, (1, 0), (100, 450))",1,1,1,1,1,1,1,1,1,1,1,0.616580311,0.564964343,0.569329929,0.616580311,0.581998953,0.616580311,0.616580311,0.554363095,0.571813514,0.616580311
662,"(10, (1, 0), (100, 500))",1,1,1,1,1,1,1,1,1,1,1,0.575129534,0.517366947,0.522118692,0.575129534,0.530926217,0.575129534,0.575129534,0.502826312,0.525968936,0.575129534
663,"(10, (1, 0), (150, 200))",1,1,1,1,1,1,1,1,1,1,1,0.544041451,0.462052672,0.469476281,0.544041451,0.506232405,0.544041451,0.544041451,0.468133031,0.488709128,0.544041451
664,"(10, (1, 0), (150, 250))",1,1,1,1,1,1,1,1,1,1,1,0.569948187,0.527327327,0.53010316,0.569948187,0.538857646,0.569948187,0.569948187,0.519634274,0.535284955,0.569948187
665,"(10, (1, 0), (150, 300))",1,1,1,1,1,1,1,1,1,1,1,0.621761658,0.559621849,0.560520094,0.621761658,0.597174254,0.621761658,0.621761658,0.548897212,0.558876887,0.621761658
666,"(10, (1, 0), (150, 350))",1,1,1,1,1,1,1,1,1,1,1,0.575129534,0.487571366,0.4982408,0.575129534,0.53762428,0.575129534,0.575129534,0.496112198,0.517998589,0.575129534
667,"(10, (1, 0), (150, 400))",1,1,1,1,1,1,1,1,1,1,1,0.595854922,0.502575607,0.507582176,0.595854922,0.568184197,0.595854922,0.595854922,0.512287306,0.526033425,0.595854922
668,"(10, (1, 0), (150, 450))",1,1,1,1,1,1,1,1,1,1,1,0.621761658,0.553168891,0.559747288,0.621761658,0.595499738,0.621761658,0.621761658,0.549968513,0.56416175,0.621761658
669,"(10, (1, 0), (150, 500))",1,1,1,1,1,1,1,1,1,1,1,0.616580311,0.566774018,0.572591875,0.616580311,0.582907749,0.616580311,0.616580311,0.557278346,0.575133675,0.616580311
670,"(10, (1, 0), (200, 200))",1,1,1,1,1,1,1,1,1,1,1,0.580310881,0.521208493,0.519458961,0.580310881,0.555669045,0.580310881,0.580310881,0.520520882,0.529817993,0.580310881
671,"(10, (1, 0), (200, 250))",1,1,1,1,1,1,1,1,1,1,1,0.590673575,0.505686275,0.506464493,0.590673575,0.566548099,0.590673575,0.590673575,0.512957288,0.522773876,0.590673575
672,"(10, (1, 0), (200, 300))",1,1,1,1,1,1,1,1,1,1,1,0.569948187,0.475783476,0.484433816,0.569948187,0.541920527,0.569948187,0.569948187,0.490818332,0.507068364,0.569948187
673,"(10, (1, 0), (200, 350))",1,1,1,1,1,1,1,1,1,1,1,0.611398964,0.545165584,0.546055132,0.611398964,0.583568812,0.611398964,0.611398964,0.539543991,0.551206193,0.611398964
674,"(10, (1, 0), (200, 400))",1,1,1,1,1,1,1,1,1,1,1,0.585492228,0.495904558,0.503390572,0.585492228,0.552904239,0.585492228,0.585492228,0.504453705,0.522005027,0.585492228
675,"(10, (1, 0), (200, 450))",1,1,1,1,1,1,1,1,1,1,1,0.632124352,0.545652174,0.550015018,0.632124352,0.615803244,0.632124352,0.632124352,0.545970129,0.554424102,0.632124352
676,"(10, (1, 0), (200, 500))",1,1,1,1,1,1,1,1,1,1,1,0.595854922,0.500706992,0.507949488,0.595854922,0.568184197,0.595854922,0.595854922,0.51024046,0.525237509,0.595854922
